2
60
2
5

16.24	19.33	3	3
8.39	25.01	3	3

20.89	4.38	0	48	995	995	8	2
58.57	6.22	0	38	933	933	1	2
7.92	54.98	0	56	891	891	1	3
20.89	4.38	0	60	616	616	2	3
33.0	10.2	0	70	816	816	16	3
7.92	54.98	0	58	536	536	2	2
57.88	26.08	0	49	823	823	16	3
58.2	10.33	0	30	917	917	8	3
36.06	43.07	0	32	855	855	4	3
49.06	58.6	0	191	527	527	16	1
29.96	24.97	0	142	792	792	8	3
40.9	19.96	0	54	856	856	8	2
20.89	4.38	0	200	802	802	8	3
4.67	26.26	0	117	865	865	4	3
26.44	49.8	0	206	837	837	16	1
49.06	58.6	0	211	573	573	1	1
9.63	23.16	0	225	581	581	16	3
58.2	10.33	0	41	628	628	4	3
19.83	19.49	0	51	879	879	1	3
55.79	50.96	0	182	519	519	2	1
53.93	54.85	0	130	489	489	16	1
36.06	43.07	0	165	528	528	16	3
4.67	26.26	0	30	614	614	8	1
28.9	7.81	0	138	786	786	8	2
33.0	10.2	0	59	521	521	16	3
19.83	19.49	0	135	489	489	1	3
49.06	58.6	0	101	879	879	2	2
36.06	43.07	0	105	868	868	2	1
19.83	19.49	0	35	645	645	16	1
33.0	10.2	0	182	781	781	16	3
20.89	4.38	0	59	897	897	8	1
20.89	4.38	0	184	786	786	8	3
5.88	5.43	0	91	888	888	16	3
58.57	6.22	0	113	503	503	8	3
36.06	43.07	0	73	802	802	1	2
59.33	9.39	0	137	852	852	8	1
1.98	23.8	0	193	576	576	4	3
40.9	19.96	0	35	805	805	8	2
19.83	19.49	0	54	855	855	1	3
52.11	49.46	0	38	598	598	16	3
19.83	19.49	0	157	819	819	4	1
59.33	9.39	0	160	885	885	2	3
36.71	12.23	0	155	828	828	16	3
59.33	9.39	0	56	573	573	4	1
56.8	19.64	0	156	587	587	1	2
20.89	4.38	0	146	809	809	4	3
49.06	58.6	0	59	530	530	2	3
5.88	5.43	0	38	641	641	1	1
58.2	10.33	0	187	493	493	4	3
56.8	19.64	0	180	841	841	1	2
59.33	9.39	0	75	540	540	8	3
20.89	4.38	0	36	549	549	1	3
26.44	49.8	0	79	868	868	16	3
19.83	19.49	0	34	483	483	2	1
20.89	4.38	0	51	624	624	2	2
29.96	24.97	0	164	833	833	1	2
28.9	7.81	0	134	884	884	16	3
58.84	38.12	0	41	502	502	16	2
55.79	50.96	0	221	890	890	8	1
20.89	4.38	0	60	908	908	16	3
