2
60
2
5

39.06	46.14	4	2
22.6	29.19	1	3

26.7	13.92	0	195	549	549	2	3
8.63	53.57	0	43	840	840	8	3
34.94	48.95	0	52	605	605	2	1
41.46	50.29	0	94	495	495	16	3
7.92	40.71	0	60	534	534	1	3
53.77	32.61	0	114	784	784	1	3
43.47	22.88	0	189	843	843	16	1
51.57	12.83	0	136	587	587	4	2
12.98	43.44	0	230	876	876	16	3
42.54	51.57	0	178	855	855	2	1
34.41	12.82	0	37	513	513	1	3
32.54	38.71	0	32	710	710	1	1
34.94	48.95	0	54	608	608	2	2
53.77	32.61	0	57	989	989	2	3
32.54	38.71	0	30	908	908	16	2
32.54	38.71	0	132	800	800	4	3
34.94	48.95	0	36	706	706	16	2
16.86	38.26	0	30	795	795	2	1
24.47	11.78	0	172	512	512	8	1
34.94	48.95	0	206	595	595	4	1
51.57	12.83	0	201	521	521	2	2
40.0	52.42	0	78	838	838	16	2
51.57	12.83	0	106	888	888	16	3
32.54	38.71	0	184	820	820	8	2
53.77	32.61	0	217	842	842	8	1
53.77	32.61	0	54	806	806	2	3
24.47	11.78	0	42	714	714	16	3
51.57	12.83	0	58	535	535	2	1
34.41	12.82	0	38	786	786	1	2
8.63	53.57	0	57	720	720	8	3
7.92	40.71	0	92	825	825	1	2
26.7	13.92	0	97	493	493	1	3
54.81	28.49	0	115	780	780	8	1
24.47	11.78	0	140	578	578	1	2
38.73	29.04	0	234	492	492	2	3
16.86	38.26	0	43	542	542	2	2
34.94	48.95	0	202	884	884	1	2
22.72	20.28	0	209	878	878	16	3
42.54	51.57	0	221	851	851	2	3
34.94	48.95	0	40	837	837	2	2
41.46	50.29	0	35	790	790	8	1
38.73	29.04	0	36	810	810	16	3
38.73	29.04	1	56	420	1200	15	3
43.47	22.88	1	35	420	1200	7	1
10.24	30.61	1	85	420	1200	30	2
34.41	12.82	1	90	420	1200	31	1
7.92	40.71	1	64	420	1200	7	3
39.15	43.72	1	31	420	1200	4	2
55.56	40.88	1	56	420	1200	3	2
10.24	30.61	1	47	420	1200	24	1
54.81	28.49	1	101	420	1200	31	3
42.54	51.57	1	48	420	1200	3	2
51.57	12.83	1	49	420	1200	31	3
12.98	43.44	1	57	420	1200	7	2
24.47	11.78	1	34	420	1200	24	1
42.54	51.57	1	91	420	1200	6	1
55.56	40.88	1	54	420	1200	15	3
40.0	52.42	1	49	420	1200	6	2
56.3	26.7	1	34	420	1200	31	1
32.54	38.71	1	86	420	1200	31	3
