2
30
2
5

43.05	3.49	1	1
19.82	31.86	2	2

18.85	15.75	0	49	1016	1016	4	3
32.46	53.98	0	80	557	557	4	2
57.15	20.27	0	33	991	991	1	3
18.85	15.75	0	220	513	513	4	2
18.85	15.75	0	235	817	817	4	2
56.29	33.87	0	44	495	495	16	2
53.61	30.09	0	169	796	796	8	1
52.91	46.84	0	158	545	545	1	3
52.91	46.84	0	51	557	557	4	1
57.15	20.27	0	34	562	562	16	3
34.98	23.46	0	41	799	799	1	3
57.15	20.27	0	57	940	940	1	3
36.35	4.05	0	45	480	480	4	3
34.98	23.46	0	60	575	575	2	1
46.36	45.41	0	57	529	529	2	1
52.91	46.84	0	209	808	808	16	3
54.7	47.89	0	51	840	840	2	3
34.98	23.46	0	192	899	899	16	3
54.7	47.89	0	60	937	937	4	3
47.32	31.82	0	60	791	791	2	1
47.32	31.82	0	35	986	986	8	1
53.61	30.09	0	57	855	855	1	2
14.15	47.19	0	59	855	855	2	2
53.61	30.09	0	60	642	642	4	3
57.15	20.27	0	110	806	806	2	2
47.32	31.82	0	209	859	859	8	2
28.95	45.15	0	97	847	847	8	1
47.32	31.82	1	41	420	1200	31	2
54.7	47.89	1	58	420	1200	28	3
56.29	33.87	1	30	420	1200	3	3
