2
30
2
5

5.24	25.55	1	1
38.22	4.88	3	1

39.04	31.13	0	112	884	884	8	1
14.56	10.45	0	41	1016	1016	2	1
37.29	39.81	0	115	797	797	4	1
36.4	21.38	0	129	840	840	2	3
33.55	39.5	0	71	813	813	8	3
23.59	18.55	0	174	542	542	4	3
47.88	50.05	0	227	587	587	1	3
58.76	8.36	0	51	648	648	16	3
46.25	16.24	0	77	840	840	4	3
39.04	31.13	0	228	883	883	16	1
36.4	21.38	0	144	486	486	16	3
58.76	8.36	0	59	635	635	16	3
37.29	39.81	0	40	981	981	16	1
46.3	12.5	0	48	798	798	1	2
46.25	16.24	0	60	1008	1008	1	1
14.56	10.45	0	231	879	879	8	1
36.4	21.38	0	56	689	689	16	2
31.52	37.35	0	59	799	799	8	1
46.25	16.24	0	48	511	511	8	2
33.55	39.5	0	33	962	962	4	3
58.76	8.36	0	159	859	859	16	3
28.24	37.02	0	35	806	806	2	3
37.29	39.81	0	226	517	517	16	3
36.4	21.38	0	157	873	873	4	2
47.88	50.05	0	167	593	593	4	1
36.4	21.38	0	55	860	860	16	2
58.76	8.36	0	37	615	615	2	3
58.76	8.36	0	60	795	795	16	2
14.56	10.45	0	32	645	645	4	3
46.3	12.5	0	31	783	783	1	2
