2
60
2
5

22.63	49.71	2	2
15.94	32.84	4	2

39.12	0.35	0	128	566	566	16	3
35.07	32.56	0	43	797	797	2	3
31.73	22.11	0	35	985	985	1	3
59.89	4.74	0	130	861	861	2	2
59.89	4.74	0	40	913	913	4	1
36.38	31.0	0	47	529	529	8	3
59.89	4.74	0	43	693	693	16	2
59.89	4.74	0	39	836	836	1	1
47.6	19.19	0	32	783	783	16	1
3.46	27.54	0	37	1008	1008	8	2
13.3	27.76	0	89	487	487	16	1
13.03	53.67	0	56	930	930	8	1
13.3	27.76	0	44	711	711	1	2
47.6	19.19	0	161	890	890	2	3
29.74	48.22	0	209	872	872	2	2
13.03	53.67	0	81	586	586	4	3
6.05	45.92	0	54	720	720	8	3
0.62	23.75	0	99	803	803	8	3
25.38	56.9	0	49	791	791	8	3
6.05	45.92	0	56	870	870	4	2
59.89	4.74	0	42	483	483	8	3
49.0	9.71	0	102	898	898	8	3
36.04	49.52	0	43	560	560	4	3
29.74	48.22	0	236	785	785	2	2
13.3	27.76	0	157	822	822	4	3
13.03	53.67	0	199	840	840	1	3
4.23	53.99	0	42	710	710	4	1
4.23	53.99	0	74	594	594	1	1
29.74	48.22	0	58	557	557	16	3
23.09	11.87	0	138	851	851	8	1
35.07	32.56	0	43	542	542	8	3
58.61	3.67	0	34	512	512	1	2
35.07	32.56	0	41	562	562	8	2
25.97	26.45	0	40	988	988	8	3
25.38	56.9	0	31	638	638	1	3
13.03	53.67	0	39	1005	1005	2	3
22.68	59.07	1	58	420	1200	1	3
25.38	56.9	1	37	420	1200	6	3
49.0	9.71	1	115	420	1200	3	3
49.0	9.71	1	97	420	1200	31	1
4.61	56.76	1	49	420	1200	12	2
3.46	27.54	1	35	420	1200	31	3
0.61	26.34	1	58	420	1200	31	2
3.46	27.54	1	49	420	1200	30	1
13.03	53.67	1	42	420	1200	28	1
59.89	4.74	1	41	420	1200	24	1
25.97	26.45	1	35	420	1200	14	1
3.46	27.54	1	104	420	1200	12	1
25.97	26.45	1	58	420	1200	15	3
0.61	26.34	1	32	420	1200	15	2
22.68	59.07	1	84	420	1200	24	3
59.89	4.74	1	31	420	1200	30	2
13.03	53.67	1	103	420	1200	31	2
36.04	49.52	1	51	420	1200	12	2
13.03	53.67	1	57	420	1200	31	1
31.73	22.11	1	47	420	1200	30	1
0.61	26.34	1	30	420	1200	14	2
49.0	9.71	1	72	420	1200	1	2
4.61	56.76	1	33	420	1200	31	3
59.2	22.89	1	60	420	1200	7	2
