2
120
2
5

40.65	39.16	9	3
45.88	59.5	7	5

50.65	14.84	0	48	640	640	2	3
3.67	16.39	0	128	868	868	1	3
20.88	45.2	0	56	586	586	2	2
18.71	16.32	0	135	827	827	8	3
52.69	58.1	0	57	878	878	1	3
6.45	14.82	0	196	819	819	1	1
3.67	16.39	0	189	534	534	8	3
1.78	28.43	0	180	482	482	2	3
23.83	48.37	0	31	526	526	8	2
22.04	1.86	0	58	542	542	2	2
3.67	16.39	0	217	870	870	1	1
27.64	2.85	0	43	857	857	8	1
39.4	50.45	0	56	812	812	4	2
24.28	12.44	0	45	637	637	8	3
40.56	23.7	0	60	592	592	1	3
41.16	14.28	0	48	939	939	8	3
3.9	38.82	0	160	548	548	8	2
1.6	42.0	0	49	515	515	8	3
52.69	58.1	0	120	540	540	16	3
54.9	33.23	0	45	599	599	1	3
21.71	48.84	0	144	860	860	1	3
54.9	33.23	0	191	520	520	8	3
9.18	52.8	0	60	1017	1017	8	1
35.1	23.07	0	216	864	864	4	3
31.86	12.83	0	32	569	569	8	3
14.48	23.59	0	180	784	784	8	3
21.46	30.21	0	135	892	892	16	3
35.38	27.96	0	35	865	865	16	1
1.6	42.0	0	139	520	520	1	3
23.83	48.37	0	34	975	975	1	3
14.48	23.59	0	34	825	825	4	3
25.62	47.01	0	36	607	607	8	3
26.5	6.68	0	80	480	480	2	1
40.56	23.7	0	32	840	840	8	2
31.61	46.98	0	214	549	549	1	2
12.49	49.62	0	42	578	578	8	3
52.26	21.51	0	96	821	821	1	1
6.45	14.82	0	52	823	823	2	3
35.19	19.56	0	51	961	961	8	3
27.64	2.85	0	60	655	655	4	3
55.48	33.11	0	96	885	885	2	3
24.28	12.44	0	150	492	492	8	2
41.16	14.28	0	49	604	604	2	1
1.55	41.39	0	47	611	611	8	2
29.38	9.99	0	45	648	648	8	3
7.28	30.57	0	166	535	535	16	2
20.88	45.2	0	49	809	809	1	1
20.88	45.2	0	64	888	888	8	1
18.71	16.32	0	62	510	510	16	3
39.48	3.39	0	33	881	881	1	2
7.28	30.57	0	47	785	785	2	3
22.04	1.86	0	44	827	827	2	3
12.49	49.62	0	43	813	813	16	1
14.48	23.59	0	37	971	971	8	3
52.69	58.1	0	142	570	570	1	3
25.62	47.01	0	48	661	661	2	3
35.1	23.07	0	35	626	626	4	1
35.19	10.45	0	45	648	648	16	1
9.18	52.8	0	41	498	498	2	3
55.43	21.99	0	31	851	851	1	1
55.9	4.84	0	44	981	981	4	1
14.48	23.59	0	209	499	499	16	3
26.5	6.68	0	217	818	818	16	1
18.71	16.32	0	82	496	496	1	1
55.43	21.99	0	55	809	809	2	3
17.26	33.45	0	163	786	786	1	1
40.56	23.7	0	61	526	526	4	3
39.4	50.45	0	127	791	791	2	2
21.46	30.21	0	63	785	785	8	3
41.16	14.28	0	152	825	825	4	2
23.83	48.37	0	119	502	502	16	2
43.67	4.63	0	92	880	880	4	3
18.71	16.32	0	143	881	881	4	1
6.45	14.82	0	151	803	803	2	3
31.05	1.51	0	131	493	493	16	1
39.48	3.39	0	146	552	552	2	2
52.26	21.51	0	39	865	865	1	3
31.86	12.83	0	117	790	790	4	3
54.9	33.23	0	59	865	865	4	3
23.83	48.37	0	44	864	864	8	3
52.77	3.28	0	212	540	540	16	2
36.63	0.99	0	135	787	787	2	3
52.69	58.1	0	59	594	594	1	1
56.35	49.79	0	53	489	489	4	3
35.3	29.12	0	43	611	611	4	3
55.43	21.99	0	30	979	979	16	2
18.71	16.32	0	210	532	532	2	2
56.35	49.79	0	37	798	798	2	1
28.31	54.75	0	149	516	516	4	1
22.04	1.86	0	180	511	511	2	3
36.63	0.99	0	36	872	872	8	2
39.48	3.39	0	179	545	545	1	1
26.5	6.68	0	200	784	784	1	1
52.69	58.1	0	44	536	536	1	1
21.46	30.21	0	38	501	501	4	2
56.35	49.79	0	60	863	863	8	2
36.63	0.99	0	154	507	507	1	2
54.9	33.23	0	56	960	960	16	3
9.18	52.8	0	30	541	541	4	2
25.26	27.85	0	233	782	782	8	3
28.31	54.75	0	235	806	806	16	2
43.67	4.63	0	46	883	883	8	3
33.76	35.26	0	40	949	949	16	1
18.71	16.32	0	80	871	871	2	2
3.9	38.82	0	89	584	584	2	2
31.86	12.83	0	52	836	836	1	2
21.1	52.23	0	38	578	578	16	2
17.26	33.45	0	61	540	540	1	1
21.71	48.84	0	146	487	487	2	2
35.1	23.07	0	41	550	550	8	3
25.26	27.85	0	154	817	817	4	3
35.38	27.96	0	118	899	899	1	1
31.86	12.83	0	30	583	583	4	3
24.28	12.44	0	189	514	514	1	1
33.76	35.26	0	58	486	486	8	3
31.61	46.98	0	35	931	931	1	1
26.5	6.68	0	41	903	903	16	3
7.28	30.57	0	147	846	846	2	3
21.46	30.21	0	47	603	603	1	1
1.6	42.0	0	48	546	546	1	3
