2
120
2
5

14.78	50.83	8	4
3.92	40.35	4	8

38.34	23.16	0	201	524	524	16	3
14.46	12.04	0	33	689	689	16	2
12.92	12.04	0	96	485	485	4	3
29.15	35.93	0	199	562	562	16	3
28.36	12.73	0	145	554	554	2	3
29.97	31.33	0	42	843	843	2	3
30.1	52.34	0	30	661	661	2	3
5.15	49.23	0	52	909	909	4	3
28.36	12.73	0	37	788	788	4	3
10.99	59.35	0	37	953	953	4	2
10.99	59.35	0	157	898	898	2	3
50.23	42.17	0	48	941	941	4	3
55.26	51.87	0	147	574	574	2	2
29.15	35.93	0	223	513	513	4	1
0.15	59.11	0	45	783	783	8	3
48.6	36.72	0	99	894	894	16	1
35.1	51.53	0	75	482	482	4	1
55.88	50.61	0	47	803	803	16	1
38.34	23.16	0	33	957	957	8	1
8.93	56.79	0	135	826	826	2	2
50.23	42.17	0	38	526	526	8	2
10.99	59.35	0	93	801	801	1	3
12.92	12.04	0	182	815	815	16	2
32.8	59.2	0	75	803	803	4	1
48.6	36.72	0	65	860	860	2	2
26.05	36.84	0	104	812	812	4	3
15.48	6.12	0	180	787	787	2	3
10.99	59.35	0	35	949	949	16	3
35.1	51.53	0	201	503	503	4	3
18.69	58.65	0	45	531	531	2	3
10.99	59.35	0	30	500	500	1	1
8.93	56.79	0	160	800	800	8	3
10.41	24.84	0	46	531	531	4	3
26.75	33.07	0	232	829	829	2	3
10.41	24.84	0	58	954	954	2	3
38.34	23.16	0	58	585	585	8	1
29.99	5.51	0	54	592	592	2	1
0.74	17.81	0	218	555	555	4	2
10.99	59.35	0	44	631	631	16	3
50.3	48.38	0	199	806	806	8	2
0.15	59.11	0	145	859	859	1	3
31.83	1.53	0	43	814	814	16	1
29.15	35.93	0	146	529	529	4	3
28.33	41.99	0	49	832	832	4	3
5.15	49.23	0	82	514	514	1	3
0.15	59.11	0	46	562	562	16	3
18.69	58.65	0	33	596	596	4	3
29.97	31.33	0	201	530	530	2	1
31.83	1.53	0	57	936	936	1	1
14.06	13.63	0	189	855	855	1	3
50.3	48.38	0	152	522	522	2	2
55.54	24.65	0	117	795	795	2	1
29.15	35.93	0	92	536	536	4	3
40.25	21.38	0	144	501	501	4	2
10.99	59.35	0	51	865	865	2	3
10.73	6.78	0	47	838	838	1	2
39.93	41.28	0	32	590	590	16	2
31.14	20.6	0	219	528	528	1	3
14.37	49.99	0	190	884	884	1	2
48.6	36.72	0	51	857	857	8	3
10.73	6.78	0	38	480	480	4	2
0.15	59.11	0	193	534	534	16	3
10.99	59.35	0	35	865	865	2	3
15.48	6.12	0	141	500	500	4	3
47.77	10.75	0	196	578	578	2	3
21.48	21.43	0	142	783	783	4	3
5.91	17.13	0	169	846	846	8	3
38.34	23.16	0	45	614	614	1	1
26.05	36.84	0	171	488	488	1	2
41.52	19.88	0	57	780	780	1	3
48.6	36.72	0	197	486	486	4	3
55.26	51.87	0	37	877	877	16	3
0.03	1.91	0	59	630	630	1	2
41.52	19.88	0	50	490	490	1	3
29.15	35.93	0	30	531	531	16	3
47.77	10.75	0	34	953	953	1	3
32.8	59.2	0	219	807	807	2	3
55.54	24.65	0	76	807	807	8	2
29.97	31.33	0	130	884	884	1	3
55.88	50.61	0	42	933	933	1	2
48.6	36.72	0	199	576	576	8	2
12.92	12.04	0	195	786	786	1	1
45.99	17.49	0	193	849	849	1	1
30.1	52.34	0	126	897	897	4	1
0.15	59.11	1	41	420	1200	12	3
26.75	33.07	1	78	420	1200	31	3
10.99	59.35	1	45	420	1200	30	2
10.41	24.84	1	51	420	1200	31	3
55.88	50.61	1	69	420	1200	7	2
14.46	12.04	1	52	420	1200	15	3
26.75	33.07	1	30	420	1200	2	2
29.99	5.51	1	38	420	1200	6	3
0.15	59.11	1	47	420	1200	1	1
30.46	48.93	1	59	420	1200	6	1
8.93	56.79	1	43	420	1200	7	3
10.73	6.78	1	88	420	1200	3	3
0.03	1.91	1	30	420	1200	28	3
40.25	21.38	1	73	420	1200	31	2
14.06	13.63	1	38	420	1200	24	2
26.05	36.84	1	38	420	1200	3	3
50.3	48.38	1	40	420	1200	31	3
41.82	12.06	1	50	420	1200	15	3
55.88	50.61	1	36	420	1200	31	3
14.46	12.04	1	45	420	1200	8	1
28.33	41.99	1	39	420	1200	4	3
18.69	58.65	1	110	420	1200	14	1
15.48	6.12	1	36	420	1200	31	1
40.25	21.38	1	48	420	1200	1	3
10.73	6.78	1	41	420	1200	7	1
48.26	26.61	1	57	420	1200	14	1
31.14	20.6	1	114	420	1200	31	2
13.45	17.87	1	59	420	1200	14	1
14.37	49.99	1	89	420	1200	31	3
14.46	12.04	1	44	420	1200	24	2
28.33	41.99	1	83	420	1200	31	2
12.92	12.04	1	44	420	1200	28	1
14.37	49.99	1	53	420	1200	8	3
38.9	2.25	1	102	420	1200	8	3
10.41	24.84	1	52	420	1200	2	3
0.03	1.91	1	71	420	1200	30	3
